Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,64.3125,64.4375,61.6875,61.8125,32.58631896972656,294400
2000-01-04,61.5625,62.1875,58.9375,59.4375,31.33426284790039,472600
2000-01-05,59.4375,60.8125,59.3125,60.3125,31.795557022094727,419500
2000-01-06,60.1875,61.625,59.6875,60.8125,32.059146881103516,266600
2000-01-07,60.9375,61.5625,60.375,61.0,32.157981872558594,298400
2000-01-10,61.25,62.6875,61.125,61.75,32.55339050292969,212700
2000-01-11,62.0,64.5625,62.0,64.0,33.73952102661133,309500
2000-01-12,63.75,63.8125,61.75,61.75,32.55339050292969,357100
2000-01-13,62.0,62.25,61.25,61.4375,32.38863754272461,174500
2000-01-14,61.5,62.1875,61.125,61.1875,32.25684356689453,239500
2000-01-18,60.0,60.3125,59.25,59.3125,31.26837158203125,233500
2000-01-19,61.5,63.1875,59.625,59.625,31.43311882019043,548000
2000-01-20,59.875,60.5625,59.125,59.5,31.367219924926758,471900
2000-01-21,56.0,58.0,52.25,57.5,30.312870025634766,2453200
2000-01-24,57.75,59.9375,57.375,57.9375,30.543519973754883,894400
2000-01-25,57.9375,58.375,51.75,53.625,28.270030975341797,1122600
2000-01-26,55.0625,59.9375,55.0,59.875,31.564905166625977,920900
2000-01-27,59.625,60.25,56.4375,56.6875,29.884517669677734,895100
2000-01-28,55.375,58.5625,55.375,56.75,29.917484283447266,375500
2000-01-31,56.5,58.75,56.25,58.25,30.70823860168457,391500
2000-02-01,58.25,60.4375,58.25,59.6875,31.466060638427734,531500
2000-02-02,59.4375,59.5,57.5625,57.625,30.378761291503906,468300
2000-02-03,57.5625,58.25,57.0625,57.5625,30.34581184387207,355000
2000-02-04,57.8125,58.1875,56.3125,56.375,29.71978187561035,300100
2000-02-07,56.375,57.25,55.0,55.5625,29.291454315185547,495300
2000-02-08,55.8125,56.1875,54.375,54.375,28.665422439575195,372300
2000-02-09,55.0625,55.375,54.6875,54.9375,28.96197509765625,355200
2000-02-10,55.0,55.4375,54.125,54.375,28.665422439575195,288900
2000-02-11,54.9375,55.375,52.625,52.75,27.808752059936523,253400
2000-02-14,51.75,53.875,50.5,52.9375,27.907596588134766,741400
